OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount
ORD_001342,CUST_0472,PROD_0012,2023-01-23,5,112.4,562.0
ORD_001343,CUST_0151,PROD_0039,2023-11-03,2,487.3,974.6
ORD_001344,CUST_0408,PROD_0072,2022-09-16,5,278.99,1394.95
ORD_001345,CUST_0496,PROD_0150,2024-09-28,2,121.02,242.04
ORD_001346,CUST_0373,PROD_0021,2024-08-21,5,110.25,551.25
ORD_001347,CUST_0034,PROD_0043,2024-11-07,6,253.55,1521.3
ORD_001348,CUST_0331,PROD_0193,2024-11-08,4,191.24,764.96
ORD_001349,CUST_0238,PROD_0046,2023-10-22,3,64.07,192.21
ORD_001350,CUST_0270,PROD_0178,2024-09-16,4,174.45,697.8
ORD_001351,CUST_0243,PROD_0069,2024-04-01,5,317.45,1587.25
ORD_001352,CUST_0333,PROD_0010,2023-03-01,2,84.64,169.28
ORD_001353,CUST_0459,PROD_0052,2024-07-14,2,178.7,357.4
ORD_001354,CUST_0203,PROD_0056,2023-09-19,4,304.17,1216.68
ORD_001355,CUST_0456,PROD_0097,2022-11-18,4,182.48,729.92
ORD_001356,CUST_0044,PROD_0035,2022-06-22,3,327.3,981.9
ORD_001357,CUST_0228,PROD_0133,2023-12-22,3,411.01,1233.03
ORD_001358,CUST_0239,PROD_0132,2023-11-20,5,46.11,230.55
ORD_001359,CUST_0222,PROD_0105,2024-01-23,4,54.51,218.04
ORD_001360,CUST_0163,PROD_0070,2024-02-23,1,67.95,67.95
ORD_001361,CUST_0092,PROD_0114,2023-04-24,3,14.55,43.65
ORD_001362,CUST_0331,PROD_0020,2024-01-06,1,174.09,174.09
ORD_001363,CUST_0151,PROD_0129,2024-11-16,7,177.5,1242.5
ORD_001364,CUST_0403,PROD_0071,2023-04-12,1,139.03,139.03
ORD_001365,CUST_0061,PROD_0019,2024-01-08,1,364.59,364.59
ORD_001366,CUST_0280,PROD_0052,2023-11-15,3,178.7,536.1
ORD_001367,CUST_0129,PROD_0078,2023-07-17,2,335.3,670.6
ORD_001368,CUST_0362,PROD_0155,2022-10-10,5,143.93,719.65
ORD_001369,CUST_0468,PROD_0067,2022-01-18,3,74.89,224.67
ORD_001370,CUST_0145,PROD_0089,2024-04-07,4,469.65,1878.6
ORD_001371,CUST_0421,PROD_0149,2022-01-25,4,228.02,912.08
ORD_001372,CUST_0335,PROD_0132,2022-11-02,5,46.11,230.55
ORD_001373,CUST_0371,PROD_0192,2023-03-06,4,183.57,734.28
ORD_001374,CUST_0120,PROD_0133,2024-08-17,4,411.01,1644.04
ORD_001375,CUST_0175,PROD_0022,2023-10-04,2,213.0,426.0
ORD_001376,CUST_0220,PROD_0198,2024-05-05,2,315.86,631.72
ORD_001377,CUST_0225,PROD_0116,2022-03-03,3,401.54,1204.62
ORD_001378,CUST_0072,PROD_0148,2022-09-20,3,166.46,499.38
ORD_001379,CUST_0483,PROD_0189,2022-01-20,4,225.11,900.44
ORD_001380,CUST_0415,PROD_0169,2023-12-28,4,471.43,1885.72
ORD_001381,CUST_0218,PROD_0176,2024-04-06,5,215.1,1075.5
ORD_001382,CUST_0154,PROD_0084,2022-02-17,5,259.19,1295.95
ORD_001383,CUST_0403,PROD_0009,2022-10-12,2,151.5,303.0
ORD_001384,CUST_0488,PROD_0085,2024-03-11,4,54.99,219.96
ORD_001385,CUST_0105,PROD_0101,2022-05-11,5,81.95,409.75
ORD_001386,CUST_0198,PROD_0049,2024-08-30,1,267.78,267.78
ORD_001387,CUST_0169,PROD_0146,2024-07-13,3,119.37,358.11
ORD_001388,CUST_0048,PROD_0044,2022-08-02,5,98.96,494.8
ORD_001389,CUST_0091,PROD_0009,2024-09-27,1,151.5,151.5
ORD_001390,CUST_0096,PROD_0051,2022-05-23,4,160.68,642.72
ORD_001391,CUST_0146,PROD_0053,2023-04-23,3,118.99,356.97
ORD_001392,CUST_0338,PROD_0135,2022-05-24,4,243.47,973.88
ORD_001393,CUST_0030,PROD_0095,2024-11-27,1,553.24,553.24
ORD_001394,CUST_0441,PROD_0106,2024-03-11,2,23.06,46.12
ORD_001395,CUST_0057,PROD_0034,2024-05-06,4,34.77,139.08
ORD_001396,CUST_0381,PROD_0018,2024-03-07,2,148.94,297.88
ORD_001397,CUST_0067,PROD_0053,2023-09-27,4,118.99,475.96
ORD_001398,CUST_0419,PROD_0182,2024-08-30,2,296.63,593.26
ORD_001399,CUST_0310,PROD_0148,2023-09-28,5,166.46,832.3
ORD_001400,CUST_0104,PROD_0129,2024-07-28,3,177.5,532.5
ORD_001401,CUST_0104,PROD_0002,2022-10-20,4,292.23,1168.92
ORD_001402,CUST_0033,PROD_0103,2023-05-21,5,325.29,1626.45
ORD_001403,CUST_0169,PROD_0146,2024-10-02,4,119.37,477.48
ORD_001404,CUST_0237,PROD_0148,2022-03-22,1,166.46,166.46
ORD_001405,CUST_0148,PROD_0166,2024-07-23,3,105.85,317.55
ORD_001406,CUST_0359,PROD_0183,2023-09-02,4,105.02,420.08
ORD_001407,CUST_0314,PROD_0045,2024-04-30,2,229.33,458.66
ORD_001408,CUST_0092,PROD_0159,2024-06-03,4,146.86,587.44
ORD_001409,CUST_0197,PROD_0169,2023-01-11,5,471.43,2357.15
ORD_001410,CUST_0049,PROD_0101,2022-03-31,2,81.95,163.9
ORD_001411,CUST_0454,PROD_0041,2023-07-15,5,204.61,1023.05
ORD_001412,CUST_0150,PROD_0171,2022-05-17,2,535.43,1070.86
ORD_001413,CUST_0466,PROD_0127,2024-04-22,5,233.49,1167.45
ORD_001414,CUST_0063,PROD_0095,2022-06-06,1,553.24,553.24
ORD_001415,CUST_0259,PROD_0197,2023-10-30,4,160.7,642.8
ORD_001416,CUST_0231,PROD_0043,2023-06-02,2,253.55,507.1
ORD_001417,CUST_0260,PROD_0012,2024-08-04,1,112.4,112.4
ORD_001418,CUST_0038,PROD_0164,2024-08-03,4,154.06,616.24
ORD_001419,CUST_0176,PROD_0191,2024-03-28,2,133.98,267.96
ORD_001420,CUST_0204,PROD_0010,2022-01-22,3,84.64,253.92
ORD_001421,CUST_0059,PROD_0182,2022-10-07,3,296.63,889.89
ORD_001422,CUST_0344,PROD_0192,2024-08-08,4,183.57,734.28
ORD_001423,CUST_0237,PROD_0018,2022-06-19,5,148.94,744.7
ORD_001424,CUST_0337,PROD_0063,2024-06-15,2,56.6,113.2
ORD_001425,CUST_0242,PROD_0072,2022-11-27,3,278.99,836.97
ORD_001426,CUST_0311,PROD_0026,2022-12-29,3,17.96,53.88
ORD_001427,CUST_0380,PROD_0101,2022-12-11,1,81.95,81.95
ORD_001428,CUST_0006,PROD_0174,2023-07-14,2,47.31,94.62
ORD_001429,CUST_0226,PROD_0092,2022-12-31,3,126.88,380.64
ORD_001430,CUST_0458,PROD_0173,2024-12-26,2,181.72,363.44
ORD_001431,CUST_0025,PROD_0163,2024-12-06,1,97.58,97.58
ORD_001432,CUST_0158,PROD_0114,2022-04-18,5,14.55,72.75
ORD_001433,CUST_0003,PROD_0013,2024-02-12,2,85.88,171.76
ORD_001434,CUST_0476,PROD_0064,2024-02-07,2,311.36,622.72
ORD_001435,CUST_0103,PROD_0024,2022-02-02,4,161.69,646.76
ORD_001436,CUST_0015,PROD_0004,2023-11-22,3,93.45,280.35
ORD_001437,CUST_0033,PROD_0057,2022-07-17,2,234.35,468.7
ORD_001438,CUST_0371,PROD_0043,2022-04-01,4,253.55,1014.2
ORD_001439,CUST_0263,PROD_0028,2023-11-01,4,59.6,238.4
ORD_001440,CUST_0098,PROD_0160,2023-03-01,5,305.41,1527.05
ORD_001441,CUST_0203,PROD_0110,2022-09-05,2,265.49,530.98
ORD_001442,CUST_0110,PROD_0028,2024-01-01,3,59.6,178.8
ORD_001443,CUST_0089,PROD_0004,2024-04-03,3,93.45,280.35
ORD_001444,CUST_0007,PROD_0100,2023-03-12,4,19.2,76.8
ORD_001445,CUST_0113,PROD_0017,2023-07-25,5,359.59,1797.95
ORD_001446,CUST_0189,PROD_0012,2022-05-18,2,112.4,224.8
ORD_001447,CUST_0211,PROD_0078,2024-10-20,1,335.3,335.3
ORD_001448,CUST_0365,PROD_0138,2022-12-18,5,433.45,2167.25
ORD_001449,CUST_0308,PROD_0084,2024-03-06,2,259.19,518.38
ORD_001450,CUST_0171,PROD_0045,2023-10-14,4,229.33,917.32
ORD_001451,CUST_0035,PROD_0086,2022-02-06,5,110.75,553.75
ORD_001452,CUST_0467,PROD_0150,2024-07-08,4,121.02,484.08
ORD_001453,CUST_0262,PROD_0164,2023-04-22,5,154.06,770.3
ORD_001454,CUST_0301,PROD_0181,2022-01-28,2,323.11,646.22
ORD_001455,CUST_0011,PROD_0158,2022-09-12,3,89.74,269.22
ORD_001456,CUST_0122,PROD_0189,2024-05-27,2,225.11,450.22
ORD_001457,CUST_0318,PROD_0021,2022-05-03,2,110.25,220.5
ORD_001458,CUST_0192,PROD_0128,2023-08-31,2,129.63,259.26
ORD_001459,CUST_0078,PROD_0097,2023-02-23,1,182.48,182.48
ORD_001460,CUST_0122,PROD_0186,2024-06-27,3,258.0,774.0
ORD_001461,CUST_0069,PROD_0072,2023-10-13,1,278.99,278.99
ORD_001462,CUST_0267,PROD_0107,2023-08-14,1,79.38,79.38
ORD_001463,CUST_0118,PROD_0188,2023-11-10,4,384.35,1537.4
ORD_001464,CUST_0277,PROD_0014,2023-05-24,2,136.14,272.28
ORD_001465,CUST_0312,PROD_0098,2024-12-03,3,246.9,740.7
ORD_001466,CUST_0323,PROD_0002,2022-05-13,4,292.23,1168.92
ORD_001467,CUST_0036,PROD_0050,2022-04-17,2,40.56,81.12
ORD_001468,CUST_0481,PROD_0053,2022-09-15,1,118.99,118.99
ORD_001469,CUST_0089,PROD_0152,2023-02-23,2,121.64,243.28
ORD_001470,CUST_0260,PROD_0021,2024-05-22,4,110.25,441.0
ORD_001471,CUST_0160,PROD_0043,2023-02-09,2,253.55,507.1
ORD_001472,CUST_0218,PROD_0046,2023-05-25,3,64.07,192.21
ORD_001473,CUST_0147,PROD_0148,2024-07-07,2,166.46,332.92
ORD_001474,CUST_0140,PROD_0124,2022-06-13,3,134.87,404.61
ORD_001475,CUST_0204,PROD_0097,2022-12-10,5,182.48,912.4
ORD_001476,CUST_0259,PROD_0157,2024-06-06,2,169.97,339.94
ORD_001477,CUST_0420,PROD_0124,2022-02-10,4,134.87,539.48
ORD_001478,CUST_0219,PROD_0022,2023-09-07,5,213.0,1065.0
ORD_001479,CUST_0276,PROD_0040,2022-12-26,4,53.4,213.6
ORD_001480,CUST_0157,PROD_0117,2023-08-04,4,279.62,1118.48
ORD_001481,CUST_0288,PROD_0156,2024-09-11,1,120.53,120.53
ORD_001482,CUST_0171,PROD_0035,2024-08-19,2,327.3,654.6
ORD_001483,CUST_0080,PROD_0049,2022-01-09,1,267.78,267.78
ORD_001484,CUST_0442,PROD_0129,2024-02-06,4,177.5,710.0
ORD_001485,CUST_0208,PROD_0107,2024-03-19,3,79.38,238.14
ORD_001486,CUST_0197,PROD_0126,2023-09-23,5,84.19,420.95
ORD_001487,CUST_0037,PROD_0105,2022-03-21,1,54.51,54.51
ORD_001488,CUST_0198,PROD_0145,2022-11-29,3,97.74,293.22
ORD_001489,CUST_0491,PROD_0066,2023-12-15,8,310.35,2482.8
ORD_001490,CUST_0326,PROD_0177,2024-01-25,1,360.73,360.73
ORD_001491,CUST_0334,PROD_0099,2024-05-18,2,399.69,799.38
ORD_001492,CUST_0125,PROD_0123,2022-03-12,3,471.43,1414.29
ORD_001493,CUST_0324,PROD_0181,2022-02-27,2,323.11,646.22
ORD_001494,CUST_0134,PROD_0155,2024-07-21,2,143.93,287.86
ORD_001495,CUST_0131,PROD_0064,2022-11-27,1,311.36,311.36
ORD_001496,CUST_0048,PROD_0165,2024-02-27,4,402.98,1611.92
ORD_001497,CUST_0362,PROD_0151,2022-06-14,5,204.19,1020.95
ORD_001498,CUST_0466,PROD_0049,2024-05-16,2,267.78,535.56
ORD_001499,CUST_0425,PROD_0110,2023-06-02,3,265.49,796.47
ORD_001500,CUST_0257,PROD_0137,2024-02-23,5,237.04,1185.2
ORD_001501,CUST_0158,PROD_0188,2024-04-22,1,384.35,384.35
ORD_001502,CUST_0056,PROD_0163,2023-12-07,2,97.58,195.16
ORD_001503,CUST_0108,PROD_0192,2024-03-26,3,183.57,550.71
ORD_001504,CUST_0004,PROD_0044,2024-10-04,1,98.96,98.96
ORD_001505,CUST_0050,PROD_0018,2024-05-05,5,148.94,744.7
ORD_001506,CUST_0214,PROD_0168,2023-08-14,4,439.08,1756.32
ORD_001507,CUST_0088,PROD_0046,2024-02-07,2,64.07,128.14
ORD_001508,CUST_0361,PROD_0035,2023-02-10,4,327.3,1309.2
ORD_001509,CUST_0094,PROD_0129,2022-08-14,4,177.5,710.0
ORD_001510,CUST_0291,PROD_0055,2023-01-16,2,168.44,336.88
ORD_001511,CUST_0031,PROD_0192,2023-01-10,2,183.57,367.14
ORD_001512,CUST_0133,PROD_0105,2024-06-21,5,54.51,272.55
ORD_001513,CUST_0056,PROD_0163,2022-12-07,1,97.58,97.58
ORD_001514,CUST_0194,PROD_0032,2023-07-21,1,132.5,132.5
ORD_001515,CUST_0176,PROD_0008,2023-04-26,4,261.87,1047.48
ORD_001516,CUST_0249,PROD_0173,2022-07-26,1,181.72,181.72
ORD_001517,CUST_0032,PROD_0069,2022-01-15,5,317.45,1587.25
ORD_001518,CUST_0405,PROD_0011,2022-07-18,2,385.97,771.94
ORD_001519,CUST_0268,PROD_0002,2024-02-09,5,292.23,1461.15
ORD_001520,CUST_0267,PROD_0195,2023-06-29,4,26.99,107.96
ORD_001521,CUST_0243,PROD_0194,2023-11-22,7,158.03,1106.21
ORD_001522,CUST_0190,PROD_0175,2023-12-04,5,154.58,772.9
ORD_001523,CUST_0482,PROD_0093,2024-03-27,4,118.47,473.88
ORD_001524,CUST_0313,PROD_0015,2023-12-31,5,326.68,1633.4
ORD_001525,CUST_0002,PROD_0117,2024-04-02,2,279.62,559.24
ORD_001526,CUST_0014,PROD_0155,2022-09-09,5,143.93,719.65
ORD_001527,CUST_0144,PROD_0180,2023-05-25,3,18.45,55.35
ORD_001528,CUST_0232,PROD_0159,2024-08-31,5,146.86,734.3
ORD_001529,CUST_0212,PROD_0170,2023-01-20,1,251.97,251.97
ORD_001530,CUST_0327,PROD_0083,2022-02-04,3,229.72,689.16
ORD_001531,CUST_0448,PROD_0012,2023-10-29,4,112.4,449.6
ORD_001532,CUST_0120,PROD_0156,2024-09-19,4,120.53,482.12
ORD_001533,CUST_0379,PROD_0157,2022-06-16,3,169.97,509.91
ORD_001534,CUST_0220,PROD_0122,2022-07-25,4,312.53,1250.12
ORD_001535,CUST_0151,PROD_0156,2023-02-04,2,120.53,241.06
ORD_001536,CUST_0446,PROD_0134,2024-10-30,1,492.74,492.74
ORD_001537,CUST_0066,PROD_0128,2022-06-28,3,129.63,388.89
ORD_001538,CUST_0427,PROD_0173,2024-08-14,2,181.72,363.44
ORD_001539,CUST_0459,PROD_0115,2022-08-25,4,59.75,239.0
ORD_001540,CUST_0340,PROD_0139,2023-05-09,2,288.53,577.06
ORD_001541,CUST_0109,PROD_0044,2022-07-03,1,98.96,98.96
ORD_001542,CUST_0223,PROD_0184,2022-03-01,2,534.5,1069.0
ORD_001543,CUST_0476,PROD_0084,2024-02-25,3,259.19,777.57
ORD_001544,CUST_0113,PROD_0185,2023-06-12,4,16.18,64.72
ORD_001545,CUST_0488,PROD_0172,2022-09-10,2,196.82,393.64
ORD_001546,CUST_0473,PROD_0137,2024-10-04,1,237.04,237.04
ORD_001547,CUST_0408,PROD_0178,2023-11-13,3,174.45,523.35
ORD_001548,CUST_0393,PROD_0154,2022-05-13,3,284.18,852.54
ORD_001549,CUST_0194,PROD_0184,2024-02-21,5,534.5,2672.5
ORD_001550,CUST_0495,PROD_0112,2023-04-23,2,235.15,470.3
ORD_001551,CUST_0133,PROD_0030,2023-08-19,1,183.28,183.28
ORD_001552,CUST_0058,PROD_0023,2023-11-28,8,137.0,1096.0
ORD_001553,CUST_0382,PROD_0030,2024-01-24,2,183.28,366.56
ORD_001554,CUST_0437,PROD_0081,2024-02-18,5,354.41,1772.05
ORD_001555,CUST_0378,PROD_0001,2023-09-29,1,28.84,28.84
ORD_001556,CUST_0303,PROD_0138,2023-01-24,4,433.45,1733.8
ORD_001557,CUST_0217,PROD_0082,2024-01-18,2,98.5,197.0
ORD_001558,CUST_0267,PROD_0170,2023-03-31,1,251.97,251.97
ORD_001559,CUST_0203,PROD_0003,2024-08-01,3,206.06,618.18
ORD_001560,CUST_0075,PROD_0076,2023-03-25,4,385.95,1543.8
ORD_001561,CUST_0349,PROD_0117,2022-10-29,5,279.62,1398.1
ORD_001562,CUST_0146,PROD_0038,2022-03-12,5,116.72,583.6
ORD_001563,CUST_0164,PROD_0080,2024-10-25,1,292.34,292.34
ORD_001564,CUST_0141,PROD_0181,2024-09-06,2,323.11,646.22
ORD_001565,CUST_0254,PROD_0075,2024-02-11,1,292.77,292.77
ORD_001566,CUST_0415,PROD_0086,2022-11-09,3,110.75,332.25
ORD_001567,CUST_0479,PROD_0058,2022-04-18,2,409.91,819.82
ORD_001568,CUST_0439,PROD_0125,2024-03-13,3,297.31,891.93
ORD_001569,CUST_0418,PROD_0169,2022-11-23,1,471.43,471.43
ORD_001570,CUST_0173,PROD_0109,2024-08-27,3,284.32,852.96
ORD_001571,CUST_0388,PROD_0101,2024-03-11,1,81.95,81.95
ORD_001572,CUST_0271,PROD_0187,2023-08-03,3,184.96,554.88
ORD_001573,CUST_0357,PROD_0050,2024-03-17,1,40.56,40.56
ORD_001574,CUST_0068,PROD_0083,2022-04-21,3,229.72,689.16
ORD_001575,CUST_0235,PROD_0168,2022-12-02,6,439.08,2634.48
ORD_001576,CUST_0357,PROD_0124,2023-08-20,2,134.87,269.74
ORD_001577,CUST_0108,PROD_0056,2023-02-05,1,304.17,304.17
ORD_001578,CUST_0186,PROD_0186,2022-07-28,2,258.0,516.0
ORD_001579,CUST_0193,PROD_0110,2022-12-11,1,265.49,265.49
ORD_001580,CUST_0499,PROD_0122,2023-01-03,1,312.53,312.53
ORD_001581,CUST_0061,PROD_0132,2023-11-25,7,46.11,322.77
ORD_001582,CUST_0077,PROD_0161,2024-04-07,2,183.29,366.58
ORD_001583,CUST_0018,PROD_0031,2023-05-09,4,220.99,883.96
ORD_001584,CUST_0251,PROD_0078,2022-12-20,6,335.3,2011.8
ORD_001585,CUST_0408,PROD_0172,2022-07-03,4,196.82,787.28
ORD_001586,CUST_0443,PROD_0167,2024-02-22,3,186.8,560.4
ORD_001587,CUST_0324,PROD_0168,2024-06-30,3,439.08,1317.24
ORD_001588,CUST_0006,PROD_0031,2022-08-27,1,220.99,220.99
ORD_001589,CUST_0063,PROD_0126,2024-11-09,2,84.19,168.38
ORD_001590,CUST_0294,PROD_0147,2024-09-09,3,21.02,63.06
ORD_001591,CUST_0356,PROD_0191,2022-07-13,5,133.98,669.9
ORD_001592,CUST_0093,PROD_0099,2024-09-18,4,399.69,1598.76
ORD_001593,CUST_0153,PROD_0147,2022-09-14,1,21.02,21.02
ORD_001594,CUST_0167,PROD_0017,2023-01-14,4,359.59,1438.36
ORD_001595,CUST_0417,PROD_0180,2022-02-10,4,18.45,73.8
ORD_001596,CUST_0285,PROD_0138,2024-12-21,4,433.45,1733.8
ORD_001597,CUST_0429,PROD_0150,2022-09-12,2,121.02,242.04
ORD_001598,CUST_0495,PROD_0169,2022-08-29,2,471.43,942.86
ORD_001599,CUST_0442,PROD_0154,2023-01-04,1,284.18,284.18
ORD_001600,CUST_0285,PROD_0115,2023-10-06,1,59.75,59.75
ORD_001601,CUST_0021,PROD_0033,2023-02-27,2,112.99,225.98
ORD_001602,CUST_0045,PROD_0144,2023-06-10,1,211.4,211.4
ORD_001603,CUST_0044,PROD_0032,2024-11-02,4,132.5,530.0
ORD_001604,CUST_0279,PROD_0044,2024-05-16,1,98.96,98.96
ORD_001605,CUST_0128,PROD_0077,2022-04-05,5,34.01,170.05
ORD_001606,CUST_0464,PROD_0076,2024-12-29,5,385.95,1929.75
ORD_001607,CUST_0252,PROD_0178,2023-10-03,5,174.45,872.25
ORD_001608,CUST_0467,PROD_0091,2024-11-11,3,296.27,888.81
ORD_001609,CUST_0340,PROD_0012,2023-05-01,1,112.4,112.4
ORD_001610,CUST_0097,PROD_0037,2023-09-06,2,372.07,744.14
ORD_001611,CUST_0491,PROD_0035,2023-03-19,5,327.3,1636.5
ORD_001612,CUST_0184,PROD_0072,2022-09-21,5,278.99,1394.95
ORD_001613,CUST_0217,PROD_0020,2023-06-07,3,174.09,522.27
ORD_001614,CUST_0196,PROD_0167,2022-12-01,5,186.8,934.0
ORD_001615,CUST_0484,PROD_0066,2024-05-21,2,310.35,620.7
ORD_001616,CUST_0275,PROD_0053,2022-05-25,3,118.99,356.97
ORD_001617,CUST_0325,PROD_0179,2023-01-30,3,217.84,653.52
ORD_001618,CUST_0289,PROD_0169,2024-11-13,6,471.43,2828.58
ORD_001619,CUST_0421,PROD_0040,2023-10-10,4,53.4,213.6
ORD_001620,CUST_0195,PROD_0007,2023-05-22,1,426.65,426.65
ORD_001621,CUST_0139,PROD_0032,2024-12-24,1,132.5,132.5
ORD_001622,CUST_0209,PROD_0017,2023-11-06,1,359.59,359.59
ORD_001623,CUST_0171,PROD_0200,2023-07-14,2,74.45,148.9
ORD_001624,CUST_0445,PROD_0058,2023-07-15,1,409.91,409.91
ORD_001625,CUST_0051,PROD_0097,2023-04-01,4,182.48,729.92
ORD_001626,CUST_0488,PROD_0027,2022-09-10,2,409.16,818.32
ORD_001627,CUST_0270,PROD_0187,2023-09-20,5,184.96,924.8
ORD_001628,CUST_0421,PROD_0126,2022-07-15,5,84.19,420.95
ORD_001629,CUST_0179,PROD_0180,2023-08-01,5,18.45,92.25
ORD_001630,CUST_0139,PROD_0156,2022-07-22,1,120.53,120.53
ORD_001631,CUST_0088,PROD_0082,2024-03-08,2,98.5,197.0
ORD_001632,CUST_0177,PROD_0190,2024-12-24,7,120.46,843.22
ORD_001633,CUST_0436,PROD_0104,2024-09-03,5,358.17,1790.85
ORD_001634,CUST_0066,PROD_0067,2022-01-20,5,74.89,374.45
ORD_001635,CUST_0366,PROD_0040,2022-09-16,2,53.4,106.8
ORD_001636,CUST_0194,PROD_0146,2023-07-02,1,119.37,119.37
ORD_001637,CUST_0471,PROD_0186,2024-01-29,2,258.0,516.0
ORD_001638,CUST_0348,PROD_0156,2024-05-06,4,120.53,482.12
ORD_001639,CUST_0094,PROD_0113,2023-12-26,6,321.72,1930.32
ORD_001640,CUST_0142,PROD_0110,2024-12-02,2,265.49,530.98
ORD_001641,CUST_0440,PROD_0023,2023-09-18,4,137.0,548.0
ORD_001642,CUST_0395,PROD_0081,2022-07-04,1,354.41,354.41
ORD_001643,CUST_0040,PROD_0187,2023-05-07,1,184.96,184.96
ORD_001644,CUST_0085,PROD_0148,2022-04-28,1,166.46,166.46
ORD_001645,CUST_0381,PROD_0074,2024-10-06,1,171.41,171.41
ORD_001646,CUST_0493,PROD_0109,2024-11-07,2,284.32,568.64
ORD_001647,CUST_0264,PROD_0176,2024-12-26,1,215.1,215.1
ORD_001648,CUST_0316,PROD_0049,2022-01-15,4,267.78,1071.12
ORD_001649,CUST_0360,PROD_0137,2023-12-08,3,237.04,711.12
ORD_001650,CUST_0339,PROD_0136,2022-03-28,5,85.69,428.45
ORD_001651,CUST_0230,PROD_0044,2024-12-08,2,98.96,197.92
ORD_001652,CUST_0188,PROD_0035,2024-11-18,5,327.3,1636.5
ORD_001653,CUST_0217,PROD_0127,2024-02-16,2,233.49,466.98
ORD_001654,CUST_0192,PROD_0029,2023-11-24,3,196.16,588.48
ORD_001655,CUST_0436,PROD_0197,2022-08-30,3,160.7,482.1
ORD_001656,CUST_0154,PROD_0124,2023-08-25,3,134.87,404.61
ORD_001657,CUST_0110,PROD_0001,2024-03-17,2,28.84,57.68
ORD_001658,CUST_0473,PROD_0079,2024-11-21,1,269.23,269.23
ORD_001659,CUST_0457,PROD_0159,2024-09-26,1,146.86,146.86
ORD_001660,CUST_0183,PROD_0002,2024-07-31,3,292.23,876.69
ORD_001661,CUST_0153,PROD_0091,2022-08-08,1,296.27,296.27
ORD_001662,CUST_0180,PROD_0185,2023-01-17,4,16.18,64.72
ORD_001663,CUST_0182,PROD_0003,2022-07-27,4,206.06,824.24
ORD_001664,CUST_0252,PROD_0051,2022-06-23,5,160.68,803.4
ORD_001665,CUST_0264,PROD_0040,2024-04-21,1,53.4,53.4
ORD_001666,CUST_0468,PROD_0125,2022-01-15,2,297.31,594.62
ORD_001667,CUST_0394,PROD_0169,2023-05-28,2,471.43,942.86
ORD_001668,CUST_0241,PROD_0102,2024-02-06,3,182.36,547.08
ORD_001669,CUST_0187,PROD_0110,2023-01-09,5,265.49,1327.45
ORD_001670,CUST_0416,PROD_0069,2022-08-11,4,317.45,1269.8
ORD_001671,CUST_0337,PROD_0113,2022-11-28,2,321.72,643.44
ORD_001672,CUST_0223,PROD_0002,2024-01-06,2,292.23,584.46
ORD_001673,CUST_0057,PROD_0049,2023-08-07,1,267.78,267.78
ORD_001674,CUST_0069,PROD_0102,2024-05-12,3,182.36,547.08
ORD_001675,CUST_0462,PROD_0009,2022-11-25,3,151.5,454.5
ORD_001676,CUST_0492,PROD_0171,2023-06-29,1,535.43,535.43
ORD_001677,CUST_0216,PROD_0126,2024-10-11,2,84.19,168.38
ORD_001678,CUST_0167,PROD_0193,2024-03-29,5,191.24,956.2
ORD_001679,CUST_0372,PROD_0190,2024-03-07,2,120.46,240.92
ORD_001680,CUST_0057,PROD_0028,2022-02-13,2,59.6,119.2
ORD_001681,CUST_0080,PROD_0089,2024-10-21,1,469.65,469.65
ORD_001682,CUST_0393,PROD_0176,2023-04-30,1,215.1,215.1
ORD_001683,CUST_0348,PROD_0088,2024-05-29,5,31.25,156.25
ORD_001684,CUST_0378,PROD_0003,2024-06-08,4,206.06,824.24
ORD_001685,CUST_0149,PROD_0073,2024-09-22,1,50.39,50.39
ORD_001686,CUST_0390,PROD_0110,2023-05-23,5,265.49,1327.45
ORD_001687,CUST_0079,PROD_0187,2024-11-13,2,184.96,369.92
ORD_001688,CUST_0393,PROD_0030,2023-06-24,2,183.28,366.56
ORD_001689,CUST_0342,PROD_0110,2023-02-11,4,265.49,1061.96
ORD_001690,CUST_0362,PROD_0027,2024-10-25,5,409.16,2045.8
ORD_001691,CUST_0093,PROD_0049,2022-11-01,2,267.78,535.56
ORD_001692,CUST_0206,PROD_0010,2023-07-15,2,84.64,169.28
ORD_001693,CUST_0476,PROD_0038,2024-05-23,1,116.72,116.72
ORD_001694,CUST_0316,PROD_0052,2022-07-06,1,178.7,178.7
ORD_001695,CUST_0195,PROD_0105,2024-12-11,4,54.51,218.04
ORD_001696,CUST_0119,PROD_0057,2023-11-20,5,234.35,1171.75
ORD_001697,CUST_0262,PROD_0110,2022-04-16,3,265.49,796.47
ORD_001698,CUST_0057,PROD_0069,2024-01-15,3,317.45,952.35
ORD_001699,CUST_0483,PROD_0090,2024-05-06,2,219.12,438.24
ORD_001700,CUST_0164,PROD_0013,2023-01-08,1,85.88,85.88
ORD_001701,CUST_0001,PROD_0014,2023-10-21,2,136.14,272.28
ORD_001702,CUST_0147,PROD_0121,2023-07-28,5,47.8,239.0
ORD_001703,CUST_0052,PROD_0111,2023-01-14,3,377.93,1133.79
ORD_001704,CUST_0486,PROD_0126,2024-01-15,3,84.19,252.57
ORD_001705,CUST_0156,PROD_0029,2022-07-18,1,196.16,196.16
ORD_001706,CUST_0350,PROD_0142,2022-09-24,3,72.24,216.72
